customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,totalcharge_tenure_ratio
1171-TYKUR,47,1,0,0,25.4,1139.2,0,24.24
3761-FLYZI,65,1,0,2,108.8,7082.45,0,108.96
2058-DCJBE,5,1,0,0,69.75,324.6,1,64.92
5364-XYIRR,51,1,0,0,94.65,4812.75,1,94.37
4829-AUOAX,46,1,0,2,96.05,4399.5,1,95.64
1219-NNDDO,9,1,0,0,76.85,663.55,0,73.73
8388-DMKAE,8,1,2,1,20.25,174.65,0,21.83
4403-BWPAY,14,1,1,3,24.8,321.7,0,22.98
9659-QEQSY,45,1,0,0,115.65,5125.5,0,113.9
5405-ZMYXQ,8,1,0,3,74.6,548.9,0,68.61
5047-LHVLY,1,1,0,1,50.15,50.15,1,50.15
1442-OKRJE,66,1,1,2,103.15,7031.3,0,106.53
4737-AQCPU,72,1,2,3,72.1,5016.65,0,69.68
9158-VCTQB,41,1,0,2,113.6,4594.95,1,112.07
2808-CHTDM,23,1,2,1,25.1,611.45,0,26.58
6311-UEUME,29,1,0,0,78.9,2384.15,1,82.21
0793-TWELN,4,1,0,0,80.15,319.85,0,79.96
3283-WCWXT,6,1,2,1,25.4,153.3,0,25.55
1060-ENTOF,67,1,1,3,105.4,7035.6,0,105.01
0999-QXNSA,7,1,0,1,45.75,344.2,0,49.17
5451-MHQOF,56,1,1,1,24.45,1431.65,0,25.57
4836-WNFNO,72,1,2,3,25.0,1849.2,0,25.68
9225-BZLNZ,72,1,2,0,85.25,6083.1,0,84.49
0354-VXMJC,23,1,2,3,19.6,426.65,0,18.55
4422-QVIJA,35,1,0,1,50.15,1655.35,0,47.3
9365-SRSZE,27,1,0,0,70.55,1943.9,0,72.0
6839-ITVZJ,26,1,0,0,60.05,1616.15,1,62.16
8332-OSJDW,12,1,1,1,26.4,314.95,0,26.25
4735-BJKOU,40,1,2,1,20.15,804.85,0,20.12
0274-JKUJR,7,0,0,1,58.85,465.7,0,66.53
5740-YHGTW,70,1,0,3,97.55,6669.05,0,95.27
8917-SZTTJ,60,1,2,3,19.65,1161.75,0,19.36
1696-MZVAU,39,0,1,3,25.25,947.75,0,24.3
7359-WWYJV,72,1,2,3,114.45,8375.05,0,116.32
0375-HVGXO,1,0,0,0,34.7,34.7,1,34.7
4906-ZHGPK,54,1,1,0,70.7,3770.0,0,69.81
8593-WHYHV,3,1,0,0,85.3,264.8,1,88.27
3795-GWTRD,63,1,2,3,75.55,4707.85,0,74.73
1298-PHBTI,71,1,2,0,84.8,6152.4,0,86.65
6223-DHJGV,42,1,1,1,20.65,958.1,0,22.81
6961-MJKBO,47,1,2,2,20.45,943.0,0,20.06
6097-EQISJ,66,1,1,3,102.45,6615.15,1,100.23
4423-YLHDV,21,1,0,2,104.4,2200.25,1,104.77
8158-WPEZG,11,0,0,0,35.65,425.1,0,38.65
0107-YHINA,1,1,0,0,99.75,99.75,1,99.75
4918-FYJNT,55,1,0,0,90.45,5044.8,0,91.72
0727-BNRLG,69,1,2,3,97.65,6743.55,0,97.73
4854-CIDCF,3,1,0,0,73.85,196.4,0,65.47
8640-SDGKB,4,1,0,0,74.4,299.7,1,74.92
3280-MRDOF,30,1,2,3,69.1,2093.9,0,69.8
6435-SRWBJ,5,1,0,0,82.75,417.75,0,83.55
9964-WBQDJ,71,1,2,3,24.4,1725.4,0,24.3
6303-KFWSL,29,1,1,0,55.25,1620.2,0,55.87
1702-CCFNJ,52,1,0,2,61.35,3169.55,0,60.95
8932-CZHRQ,68,1,1,3,76.75,5233.25,0,76.96
0386-CWRGM,46,1,2,1,19.4,967.85,0,21.04
5515-RUGKN,8,1,0,3,54.75,438.05,0,54.76
0404-AHASP,72,1,2,3,19.7,1421.9,0,19.75
7279-NMVJC,17,1,1,2,19.9,323.15,0,19.01
2081-VEYEH,3,1,0,0,107.95,318.6,0,106.2
6407-UTSLV,2,1,0,2,83.8,163.7,0,81.85
4116-TZAQJ,9,1,0,3,74.25,639.65,1,71.07
9060-HJJRW,51,0,1,3,56.4,2928.5,0,57.42
2587-YNLES,6,1,2,1,20.1,100.35,0,16.72
7398-SKNQZ,3,1,0,0,94.9,273.2,0,91.07
5935-FCCNB,17,1,0,0,94.2,1608.15,0,94.6
1958-RNRKS,30,1,0,0,49.9,1441.95,0,48.07
5136-RGMZO,31,1,0,0,71.05,2168.15,0,69.94
8345-MVDYC,45,1,2,2,81.65,3618.7,0,80.42
8226-BXGES,64,1,1,2,89.45,5692.65,0,88.95
3877-JRJIP,1,1,0,0,59.85,59.85,1,59.85
8375-DKEBR,1,1,0,0,69.6,69.6,1,69.6
9705-IOVQQ,61,1,1,0,99.0,5969.3,0,97.86
1015-OWJKI,1,1,0,1,19.05,19.05,0,19.05
7511-YMXVQ,9,0,0,0,45.4,418.8,1,46.53
2040-XBAVJ,72,1,2,2,114.45,8100.55,0,112.51
7551-JOHTI,1,1,0,1,19.5,19.5,1,19.5
8887-IPQNC,7,1,0,1,44.25,313.45,0,44.78
8646-JCOMS,66,1,1,2,90.55,6130.95,0,92.89
9804-ICWBG,1,1,0,0,69.9,69.9,1,69.9
1222-KJNZD,40,1,0,2,20.4,745.3,0,18.63
0106-GHRQR,16,1,0,2,71.4,1212.1,0,75.76
5318-IXUZF,2,1,0,2,87.15,183.75,1,91.88
3768-VHXQO,67,1,2,3,24.85,1583.5,0,23.63
8952-WCVCD,41,1,1,2,104.45,4162.05,0,101.51
2418-TPEUN,56,1,2,3,19.8,1119.9,0,20.0
3963-RYFNS,72,1,2,2,116.45,8013.55,0,111.3
3198-VELRD,3,1,0,2,84.75,264.85,1,88.28
8540-ZQGEA,54,1,2,3,20.05,1102.4,0,20.41
1320-REHCS,52,1,0,0,110.75,5832.0,0,112.15
4137-JOPHL,50,1,2,2,89.7,4304.5,0,86.09
9436-ZBZCT,14,1,0,0,89.95,1178.4,1,84.17
7801-CEDNV,27,1,1,3,48.7,1421.75,0,52.66
2057-BOYKM,72,1,2,2,96.6,6827.5,0,94.83
3658-QQJYD,62,1,1,3,74.3,4698.05,0,75.78
1803-BGNBD,12,1,0,0,54.3,654.5,0,54.54
0134-XWXCE,44,1,1,2,74.85,3268.05,0,74.27
6950-TWMYB,54,1,2,2,79.95,4362.05,0,80.78
5848-FHRFC,68,1,2,2,20.05,1386.9,0,20.4
2243-FNMMI,20,1,0,1,19.4,415.4,0,20.77
2511-MORQY,50,1,1,2,54.9,2614.1,0,52.28
5356-KZCKT,58,1,2,3,24.45,1513.6,0,26.1
9470-XCCEM,35,1,0,2,89.65,3161.6,0,90.33
6519-CFDBX,2,1,0,0,45.4,80.95,0,40.48
3902-MIVLE,63,1,2,1,75.7,4676.7,0,74.23
0409-WTMPL,58,1,1,3,110.65,6526.65,0,112.53
8763-KIAFH,27,1,1,1,20.55,583.3,0,21.6
3669-WHAFY,71,1,2,3,115.15,8078.1,0,113.78
3055-VTCGS,63,1,1,3,58.55,3503.5,0,55.61
3144-KMTWZ,71,1,0,2,93.25,6669.45,0,93.94
7279-BUYWN,41,1,0,0,113.2,4689.5,1,114.38
7156-MHUGY,13,1,0,0,90.5,1201.15,1,92.4
7198-GLXTC,2,1,0,0,79.0,143.65,1,71.82
2007-QVGAW,68,1,2,2,19.35,1292.65,0,19.01
5207-PLSTK,1,1,0,1,48.75,48.75,0,48.75
2307-FYNNL,65,1,2,0,109.05,7108.2,0,109.36
5605-XNWEN,72,1,2,2,25.0,1802.55,0,25.04
2155-AMQRX,28,1,0,3,54.9,1505.15,0,53.76
6181-AXXYF,72,1,2,3,24.75,1859.1,0,25.82
5091-HFAZW,2,1,0,0,91.15,168.5,0,84.25
0516-VRYBW,18,1,1,2,20.15,390.85,1,21.71
2519-LBNQL,60,1,1,0,104.35,6339.45,0,105.66
8623-ULFNQ,26,1,0,0,66.05,1652.4,0,63.55
8380-PEFPE,1,1,0,0,71.65,71.65,1,71.65
5687-DKDTV,4,1,0,1,20.35,77.5,1,19.38
1568-LJSZU,68,1,2,3,92.2,6392.85,0,94.01
7530-HDYDS,38,1,0,3,84.25,3264.5,1,85.91
7789-HKSBS,42,1,1,2,105.2,4599.15,0,109.5
7416-CKTEP,57,1,2,2,19.6,1134.25,0,19.9
2586-CWXVV,54,0,0,0,30.4,1621.35,0,30.02
3096-IZETN,12,1,0,2,78.1,947.3,1,78.94
2348-KCJLT,44,1,1,1,61.5,2722.2,0,61.87
8401-EMUWF,42,1,0,2,69.4,3058.3,0,72.82
4193-IBKSW,72,1,2,2,24.75,1769.6,0,24.58
5377-NDTOU,71,1,2,1,91.05,6293.75,0,88.64
5922-ABDVO,19,1,0,1,89.65,1761.05,1,92.69
2474-LCNUE,23,1,0,3,73.65,1642.75,0,71.42
0839-QNXME,30,1,2,3,19.4,578.5,0,19.28
3506-OVLKD,35,1,1,2,26.2,954.9,0,27.28
9172-ANCRX,10,1,0,0,98.7,973.25,1,97.32
6650-VJONK,1,1,0,2,43.85,43.85,0,43.85
2178-PMGCJ,22,1,0,1,69.7,1490.4,0,67.75
7492-TAFJD,7,0,2,1,38.55,280.0,0,40.0
2773-MADBQ,36,0,2,1,53.1,1901.25,0,52.81
6016-LVTJQ,34,1,0,1,20.65,716.4,0,21.07
7860-KSUGX,72,1,2,3,64.45,4720.0,0,65.56
8966-KZXXA,36,1,2,3,25.1,930.95,0,25.86
6910-HADCM,1,1,0,0,76.35,76.35,1,76.35
4816-LXZYW,23,1,0,0,79.15,1676.95,1,72.91
9606-PBKBQ,32,1,0,0,85.0,2642.05,1,82.56
5149-QYTTU,71,1,1,3,95.15,6770.85,0,95.36
2070-XYMFH,23,1,0,1,79.35,1835.3,0,79.8
2085-BOJKI,17,1,1,2,96.65,1588.25,0,93.43
0817-HSUSE,1,1,0,0,75.5,75.5,0,75.5
5442-PPTJY,12,1,2,1,19.7,258.35,0,21.53
1927-QEWMY,72,1,2,3,20.5,1502.25,0,20.86
1663-MHLHE,1,1,0,1,19.2,19.2,0,19.2
5663-QBGIS,72,1,2,2,98.35,6929.4,0,96.24
4450-MDZFX,60,1,0,2,74.35,4453.3,0,74.22
6701-DHKWQ,61,0,2,3,51.35,3244.4,0,53.19
7554-AKDQF,6,1,0,1,45.65,323.45,0,53.91
3536-IQCTX,32,1,0,0,85.3,2661.1,1,83.16
4911-BANWH,31,1,0,3,86.55,2697.4,1,87.01
8496-EJAUI,19,1,0,3,73.85,1424.5,1,74.97
0794-YVSGE,72,1,2,2,20.3,1401.15,0,19.46
5423-BHIXO,32,1,0,0,54.2,1739.6,0,54.36
6908-VVYHM,65,1,0,0,90.65,5931.0,0,91.25
2959-EEXWB,45,0,0,2,50.9,2333.85,0,51.86
1839-UMACK,42,1,1,0,25.05,949.85,0,22.62
3030-YDNRM,8,1,0,0,74.85,572.45,0,71.56
7321-KKSDU,32,1,2,1,20.5,696.8,0,21.78
3402-XRIUO,22,1,0,1,63.55,1381.8,0,62.81
3132-TVFDZ,57,0,0,0,44.85,2572.95,1,45.14
8286-AFUYI,1,1,0,0,47.95,47.95,0,47.95
8080-DDEMJ,1,1,0,0,45.1,45.1,1,45.1
8356-WUAOJ,1,1,0,0,45.0,45.0,0,45.0
6365-MTGZX,24,1,0,0,96.0,2122.45,1,88.44
1349-WXNGG,1,1,0,2,20.05,20.05,1,20.05
8058-DMYRU,54,1,0,0,90.05,4931.8,0,91.33
9350-ZXYJC,4,1,2,3,25.3,116.95,0,29.24
6990-YNRIO,65,1,2,2,108.65,6937.95,1,106.74
8958-JPTRR,56,1,1,0,24.3,1261.7,0,22.53
6959-GQEGV,45,1,0,0,75.95,3273.8,0,72.75
3173-WSSUE,71,1,2,3,19.7,1415.85,0,19.94
1265-HVPZB,59,1,1,3,66.4,3958.2,0,67.09
4115-UMJFQ,69,0,1,2,35.75,2492.25,0,36.12
7369-TRPFD,19,1,1,1,18.8,279.2,0,14.69
1098-KFQEC,55,1,2,3,19.4,1083.0,0,19.69
7190-XHTWJ,38,1,1,1,19.3,755.5,0,19.88
0621-TWIEM,10,1,0,0,45.55,402.6,1,40.26
3537-RYBHH,47,1,0,3,67.45,3252.0,0,69.19
2485-ITVKB,2,0,0,0,35.1,68.75,1,34.38
3669-OYSJI,1,1,0,3,46.2,46.2,1,46.2
1612-EOHDH,1,1,0,0,45.15,45.15,1,45.15
6702-OHFWR,1,0,0,0,43.3,43.3,1,43.3
5296-BFCYD,46,1,2,1,20.1,936.85,0,20.37
4510-PYUSH,38,1,0,3,57.15,2250.65,1,59.23
9359-JANWS,65,1,2,3,58.9,3857.1,0,59.34
7517-SAWMO,19,1,0,0,73.2,1441.1,1,75.85
4143-HHPMK,52,1,0,0,85.35,4338.6,1,83.43
3279-DYZQM,71,1,2,1,19.45,1378.45,0,19.41
7054-LGEQW,1,1,0,1,45.95,45.95,1,45.95
0523-VNGTF,52,0,0,0,50.5,2566.3,0,49.35
9575-IWCAZ,6,1,1,1,25.1,171.0,0,28.5
7105-MXJLL,26,1,1,1,60.7,1597.4,0,61.44
7064-FRRSW,48,1,1,0,99.0,4744.35,0,98.84
7940-UQQUG,64,1,1,2,104.4,6721.6,0,105.02
0923-PNFUB,3,1,0,0,83.75,247.25,1,82.42
3961-SXAXY,1,1,0,2,44.05,44.05,0,44.05
7010-BRBUU,72,1,2,3,24.1,1734.65,0,24.09
3566-HJGPK,1,1,0,1,45.55,45.55,0,45.55
3062-ICYZQ,51,1,0,0,93.8,4539.35,0,89.01
9938-PRCVK,41,1,2,2,19.7,804.25,0,19.62
0973-KYVNF,72,1,2,3,70.65,5011.15,0,69.6
5129-HHMZC,43,1,2,3,86.45,3574.5,0,83.13
9637-CDTKZ,72,1,2,3,114.1,8086.4,0,112.31
3946-JEWRQ,47,1,1,3,95.2,4563.0,0,97.09
7873-CVMAW,72,1,2,3,88.55,6362.35,0,88.37
0463-WZZKO,3,1,0,3,20.75,67.1,0,22.37
3494-JCHRQ,1,1,0,0,70.05,70.05,1,70.05
6474-FVJLC,2,1,0,0,86.0,165.45,1,82.72
4524-QCSSM,26,0,0,2,44.65,1156.55,0,44.48
5832-EXGTT,29,1,0,1,60.2,1834.15,0,63.25
8840-DQLGN,35,1,0,2,100.5,3653.35,1,104.38
2039-JONDJ,27,1,1,2,55.45,1477.65,0,54.73
7217-JYHOQ,24,1,0,3,70.3,1706.45,0,71.1
6695-FRVEC,67,1,2,2,60.4,3953.7,0,59.01
4547-LYTDD,16,1,0,0,72.65,1194.3,1,74.64
9894-QMIMJ,23,1,1,2,55.8,1327.85,0,57.73
8069-YQQAJ,14,0,0,1,31.1,419.7,0,29.98
6770-XUAGN,1,1,0,0,21.0,21.0,1,21.0
4193-ORFCL,1,1,0,1,45.1,45.1,1,45.1
1636-NTNCO,4,0,0,3,50.95,207.35,0,51.84
3466-WAESX,16,1,0,0,69.1,1083.7,0,67.73
9281-PKKZE,46,0,0,0,43.95,2007.85,0,43.65
3638-VBZTA,68,1,2,2,86.5,5882.75,0,86.51
7459-IMVYU,38,1,0,0,69.95,2657.55,0,69.94
7776-QWNFX,30,1,0,2,50.4,1527.5,1,50.92
6689-TCZHQ,5,1,0,0,78.95,378.4,1,75.68
8563-OYMQY,17,1,0,3,90.95,1612.2,0,94.84
0754-EEBDC,4,1,2,1,19.9,76.65,0,19.16
5777-ZPQNC,12,1,1,0,20.15,260.7,0,21.72
1951-IEYXM,72,1,2,3,90.6,6441.85,0,89.47
3318-NMQXL,3,1,0,0,92.0,266.8,0,88.93
3143-ILDAL,56,1,0,0,94.45,5124.6,1,91.51
1022-RKXDR,41,1,1,1,24.85,962.25,0,23.47
2361-FJWNO,40,0,1,3,36.0,1382.9,0,34.57
2272-UOINI,7,1,0,0,78.5,571.05,0,81.58
8232-UTFOZ,69,1,2,3,19.95,1399.35,0,20.28
3750-YHRYO,7,1,1,1,20.65,150.0,0,21.43
6637-KYRCV,5,0,0,0,30.5,167.2,0,33.44
5668-MEISB,72,1,2,3,106.1,7657.4,0,106.35
0129-QMPDR,44,1,1,2,20.5,865.05,0,19.66
7188-CBBBA,65,1,1,0,95.5,6153.85,0,94.67
5356-CSVSQ,3,1,0,0,64.6,174.2,0,58.07
3221-CJMSG,24,1,0,3,51.1,1269.6,0,52.9
4720-VSTSI,44,1,0,2,84.8,3862.55,1,87.79
3219-JQRSL,72,1,2,3,89.1,6352.4,0,88.23
2801-NISEI,24,1,0,0,54.95,1348.5,0,56.19
3946-MHCZW,1,1,0,1,50.9,50.9,1,50.9
4623-ZKHLY,22,1,0,2,20.45,471.55,0,21.43
6732-VAILE,70,1,2,3,85.95,5931.75,0,84.74
8201-AAXCB,25,1,0,0,60.35,1404.65,0,56.19
7696-CFTAT,37,1,2,2,19.8,726.1,0,19.62
1845-CSBRZ,22,1,0,2,85.35,1961.6,0,89.16
2123-VSCOT,59,1,2,2,72.1,4194.85,0,71.1
6651-AZVTJ,49,1,0,0,99.8,4872.45,1,99.44
4566-GOLUK,47,1,0,2,107.35,5118.95,1,108.91
2484-DGXPZ,31,1,0,1,19.55,658.95,1,21.26
2018-QKYGT,1,1,0,0,81.05,81.05,0,81.05
2792-VPPET,3,1,0,0,20.5,76.95,0,25.65
7409-JURKQ,53,1,1,2,111.8,5809.75,0,109.62
3247-MHJKM,1,1,0,1,20.2,20.2,0,20.2
1964-SVLEA,20,1,1,1,19.7,415.9,0,20.8
4587-NUKOX,3,1,0,0,79.1,246.5,1,82.17
7297-DVYGA,51,1,1,2,19.85,996.95,0,19.55
2239-CGBUZ,51,1,1,2,60.5,3145.15,0,61.67
0854-UYHZD,13,1,2,1,19.55,265.3,0,20.41
7243-LCGGZ,1,1,0,1,20.9,20.9,0,20.9
8267-KFGYD,1,1,0,1,21.05,21.05,0,21.05
4890-VMUAV,63,1,1,0,71.5,4576.3,0,72.64
9261-WDCAF,3,1,0,1,54.65,189.1,0,63.03
3764-MNMOI,46,1,2,3,19.2,908.15,0,19.74
7442-YGZFK,1,1,0,3,49.8,49.8,0,49.8
0420-BWTPW,8,0,0,1,25.5,215.2,1,26.9
8229-BUJHX,71,1,2,2,20.5,1500.95,0,21.14
7449-HVPIV,55,1,0,3,90.4,5099.15,0,92.71
5504-WSIUR,70,1,1,2,90.25,6385.95,0,91.23
8183-ONMXC,2,1,0,0,80.75,159.45,1,79.72
8466-PZBLH,67,1,2,2,104.6,6885.75,0,102.77
9614-RMGHA,65,1,0,2,91.85,5940.85,1,91.4
8735-IJJEG,14,1,0,3,50.2,668.85,0,47.78
0564-MUUQK,20,1,0,2,95.5,1916.2,0,95.81
5054-IEXZT,1,1,0,0,75.35,75.35,1,75.35
5834-ASPWA,1,1,0,0,75.45,75.45,1,75.45
0701-RFGFI,49,1,0,2,95.4,4613.95,0,94.16
0019-EFAEP,72,1,2,2,101.3,7261.25,0,100.85
5619-PTMIK,46,1,0,0,53.1,2459.8,0,53.47
3737-XBQDD,24,1,0,2,84.85,2048.8,0,85.37
5882-CMAZQ,5,0,0,0,34.25,163.55,0,32.71
5846-QFDFI,33,1,0,3,88.6,2888.7,0,87.54
4445-KWOKW,42,1,1,2,60.15,2421.6,0,57.66
3511-APPBJ,23,1,1,3,99.95,2292.75,0,99.68
7967-HYCDE,8,1,0,2,70.7,553.4,0,69.18
2430-RRYUW,66,1,1,1,54.8,3465.7,0,52.51
3948-XHGNA,24,1,0,2,49.55,1210.4,1,50.43
3723-BFBGR,24,1,0,3,54.8,1291.3,0,53.8
0565-IYCGT,69,1,1,3,78.6,5356.45,1,77.63
5447-WZAFP,53,1,1,1,100.3,5200.8,0,98.13
5110-CHOPY,60,0,2,0,53.6,3237.05,0,53.95
5445-UTODQ,7,1,0,0,81.1,576.65,1,82.38
4425-OWHWB,20,1,1,3,19.35,433.75,0,21.69
7892-QVYKW,23,1,0,0,85.6,1868.4,0,81.23
9675-ICXCT,72,1,2,0,80.8,5728.55,0,79.56
1024-VRZHF,11,1,0,0,74.95,825.7,1,75.06
4703-MQYKT,21,1,2,1,19.6,390.4,0,18.59
9497-QCMMS,1,1,0,0,93.55,93.55,1,93.55
5692-ICXLW,31,1,0,0,90.7,2845.15,0,91.78
0602-DDUML,57,1,2,1,69.75,3894.4,0,68.32
2208-MPXIO,45,1,2,2,20.0,886.4,0,19.7
1960-UYCNN,10,1,0,0,95.25,1021.55,0,102.16
0348-SDKOL,58,1,0,3,102.1,5885.4,1,101.47
3190-FZATL,14,1,0,1,19.95,268.4,0,19.17
7336-RLLRH,27,1,1,1,80.85,2204.35,0,81.64
4373-MAVJG,14,1,0,2,90.9,1259.0,1,89.93
8901-HJXTF,12,0,0,1,29.2,309.1,1,25.76
7710-JSYOA,69,1,2,2,93.3,6398.05,0,92.73
5419-KLXBN,25,1,0,2,89.15,2257.75,1,90.31
3424-NMNBO,58,1,1,0,108.85,6287.25,1,108.4
9885-MFVSU,35,0,2,3,46.35,1662.05,0,47.49
4514-GFCFI,16,1,0,0,84.75,1350.15,1,84.38
0607-MVMGC,45,1,1,3,78.75,3600.65,0,80.01
3365-SAIGS,17,1,0,0,83.55,1329.15,0,78.19
9828-AOQLM,1,1,0,0,45.7,45.7,1,45.7
8022-BECSI,22,1,1,1,19.6,422.5,0,19.2
8000-REIQB,1,1,0,0,69.95,69.95,1,69.95
9993-LHIEB,67,1,2,1,67.85,4627.65,0,69.07
0266-CLZKZ,67,1,2,2,105.65,6717.9,0,100.27
7615-ESMYF,2,0,0,0,44.6,97.1,1,48.55
3858-VOBET,23,1,0,0,74.95,1710.45,1,74.37
7020-OZKXZ,9,1,0,3,75.5,637.4,0,70.82
3977-QCRSL,5,1,0,1,20.15,117.95,0,23.59
0017-DINOC,54,0,2,3,45.2,2460.55,0,45.57
1447-PJGGA,57,1,2,0,95.25,5464.65,1,95.87
8565-CLBZW,24,1,0,1,89.85,2165.05,1,90.21
9139-WQQDY,49,1,1,1,100.45,4941.8,1,100.85
0224-HJAPT,5,1,0,0,47.15,223.15,1,44.63
8086-OVPWV,2,1,0,0,80.2,181.1,1,90.55
9430-FRQOC,4,1,0,1,87.1,341.45,1,85.36
7639-OPLNG,70,1,2,2,79.25,5731.85,0,81.88
3074-GQWYX,5,1,0,2,75.9,357.75,1,71.55
1492-QGCLU,53,1,0,0,85.7,4616.1,0,87.1
6845-RGTYS,47,1,0,0,98.75,4533.7,1,96.46
7328-OWMOM,31,1,1,3,20.1,589.25,0,19.01
4418-LZMSV,13,1,0,2,61.8,750.1,0,57.7
5155-AZQPB,28,1,0,1,49.9,1410.25,0,50.37
8861-HGGKB,10,1,0,0,86.45,830.85,1,83.08
1087-GRUYI,38,1,2,2,20.4,743.5,0,19.57
7065-YUNRY,1,1,0,1,45.3,45.3,1,45.3
7694-VLBWQ,67,1,1,0,104.1,7040.85,1,105.09
2546-KZAAT,52,1,1,1,75.4,3865.45,0,74.34
0181-RITDD,62,1,2,1,108.15,6825.65,0,110.09
5989-PGKJB,16,1,0,0,86.25,1340.1,0,83.76
4795-KTRTH,5,1,0,0,81.0,371.65,1,74.33
8272-ONJLV,12,1,1,0,95.7,1184.0,0,98.67
1488-PBLJN,72,1,2,2,116.85,8477.7,0,117.75
0308-GIQJT,71,1,1,2,105.75,7382.85,0,103.98
3778-FOAQW,24,1,1,1,20.15,456.85,0,19.04
4452-ROHMO,15,1,2,1,19.6,331.6,0,22.11
6481-OGDOO,67,1,1,3,90.6,6056.15,1,90.39
3090-LETTY,2,1,0,2,60.95,134.6,0,67.3
5349-AZPEW,5,0,0,1,25.05,125.5,0,25.1
3753-TSEMP,15,1,0,0,88.15,1390.6,1,92.71
8305-VHZBZ,1,1,0,1,20.2,20.2,1,20.2
9720-JJJOR,41,1,1,2,60.3,2511.3,0,61.25
8100-HZZLJ,43,1,0,0,63.95,2737.05,0,63.65
8775-ERLNB,1,1,0,0,74.3,74.3,0,74.3
8309-IEYJD,1,1,0,1,70.6,70.6,0,70.6
9172-JITSM,26,1,0,0,90.8,2361.8,1,90.84
6298-QDFNH,22,1,0,0,79.35,1730.35,1,78.65
7398-HPYZQ,71,1,2,2,90.55,6404.0,0,90.2
3546-GHEAE,7,1,2,1,19.45,165.35,0,23.62
7361-YPXFS,28,1,0,2,64.45,1867.6,0,66.7
6557-BZXLQ,16,1,0,0,69.65,1043.3,0,65.21
2550-QHZGP,7,1,1,1,19.5,128.6,0,18.37
7519-JTWQH,69,1,2,2,110.5,7455.45,0,108.05
2538-OIMXF,1,0,0,1,24.7,24.7,0,24.7
8543-MSDMF,3,1,0,0,77.4,206.15,0,68.72
9961-JBNMK,21,1,0,2,96.8,2030.3,1,96.68
1170-SASML,69,1,0,2,85.4,5869.4,0,85.06
4872-JCVCA,71,0,2,2,47.6,3377.8,0,47.57
5346-BZCHP,69,1,2,1,19.4,1346.2,0,19.51
2038-LLMLM,48,1,0,0,103.85,4946.05,0,103.04
6173-ITPWD,47,1,0,2,83.35,4065.0,1,86.49
9734-UYXQI,2,1,0,0,49.4,106.55,1,53.28
1216-BGTSP,45,1,0,3,108.45,4964.7,0,110.33
4138-NAXED,51,1,0,2,81.0,4085.75,0,80.11
2189-UXTKY,22,1,0,0,79.2,1742.75,1,79.22
0744-BIKKF,72,1,2,2,86.65,6224.8,0,86.46
7483-IQWIB,37,1,0,0,92.95,3415.25,0,92.3
5248-KWLAR,71,1,2,0,90.35,6325.25,0,89.09
4958-GZWIY,7,1,0,0,48.7,340.25,1,48.61
7996-MHXLW,66,1,2,3,25.15,1683.6,0,25.51
7833-PKIHD,51,1,1,2,76.4,3966.3,0,77.77
7061-OVMIM,30,1,1,2,19.55,608.5,0,20.28
5153-RTHKF,34,1,0,0,85.35,2896.6,0,85.19
1852-QSWCD,64,1,2,1,24.8,1514.85,0,23.67
4832-VRBMR,65,1,1,2,103.15,6792.45,0,104.5
9079-LWTFD,47,1,0,1,100.75,4669.2,0,99.34
6356-ELRKD,1,1,0,0,95.6,95.6,1,95.6
8624-GIOUT,49,1,0,3,59.75,2934.3,1,59.88
3392-EHMNK,67,1,2,3,94.1,6302.8,0,94.07
5986-WWXDV,39,1,1,2,19.35,779.2,0,19.98
3061-BCKYI,14,1,0,1,19.9,283.75,0,20.27
6179-GJPSO,43,1,0,3,108.15,4600.7,1,106.99
7901-TBKJX,56,1,0,0,101.05,5594.0,0,99.89
7228-PAQPD,14,1,1,3,59.1,772.85,0,55.2
3177-LASXD,1,1,0,0,71.35,71.35,1,71.35
7746-QYVCO,16,1,1,1,55.85,857.8,0,53.61
5804-HYIEZ,70,1,0,0,106.05,7554.05,0,107.92
9919-FZDED,72,1,2,3,84.1,5981.65,0,83.08
5934-TSSAU,23,1,0,3,75.3,1702.9,0,74.04
3486-KHMLI,21,1,0,1,24.7,467.15,0,22.25
4897-QSUYC,1,1,0,1,20.15,20.15,1,20.15
1084-UQCHV,1,1,0,2,69.75,69.75,1,69.75
8290-YWKHZ,32,1,0,0,93.2,2931.0,1,91.59
2955-BJZHG,17,1,0,0,80.85,1400.85,1,82.4
3806-DXQOM,4,0,0,0,33.65,137.85,1,34.46
6784-XYJAE,36,1,1,0,55.8,1941.5,0,53.93
3933-DQPWX,50,0,2,3,39.7,1932.75,0,38.66
6661-EIPZC,48,0,0,3,29.5,1423.05,0,29.65
8957-THMOA,50,1,2,3,20.15,970.85,0,19.42
2251-PYLPB,72,1,2,3,79.55,5810.9,0,80.71
5555-RNPGT,10,1,0,3,24.8,223.9,0,22.39
1057-FOGLZ,18,1,0,1,19.65,391.7,0,21.76
9300-RENDD,1,1,0,0,79.95,79.95,1,79.95
0761-AETCS,1,1,0,0,19.3,19.3,1,19.3
8087-LGYHQ,9,1,0,0,94.05,811.65,0,90.18
4137-BTIKL,2,1,0,1,90.75,174.75,0,87.38
2190-BCXEC,40,1,0,3,78.85,3126.85,0,78.17
